tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;moonphase;weathercondition
18.8;0.2;9.5;18.8;0.2;9.1;1.0;61.1;0.0;0.0;0.0;;;;;8.9;50.8;1021.2;36.4;12.0;109.7;9.5;4.0;;0.85;partly-cloudy-day
15.5;1.5;9.0;15.5;1.5;8.1;3.4;70.6;0.0;0.0;0.0;;;;;13.3;46.0;1021.1;26.4;13.0;162.8;14.0;7.0;;0.88;partly-cloudy-day
15.2;2.2;8.9;15.2;2.2;8.1;3.9;73.2;0.0;0.0;0.0;;;;;12.2;45.1;1019.8;63.0;13.9;83.1;7.1;4.0;;0.92;partly-cloudy-day
16.6;5.6;10.5;16.6;5.6;10.2;4.3;67.1;0.0;0.0;0.0;;;;;13.4;45.6;1019.6;46.9;9.9;175.2;15.2;7.0;;0.95;partly-cloudy-day
14.9;3.7;9.1;14.9;3.7;8.6;3.1;67.8;0.0;0.0;0.0;;;;;18.2;32.0;1019.9;54.9;12.0;165.0;14.4;6.0;;0.0;partly-cloudy-day
12.2;1.4;6.2;12.2;-1.2;4.7;-2.1;59.1;0.0;0.0;0.0;;;;;18.4;52.9;1024.0;6.2;14.8;180.9;15.4;7.0;;0.02;clear-day
12.9;-1.1;5.8;12.9;-2.2;4.9;-0.3;66.7;0.0;0.0;0.0;;;;;15.1;62.3;1026.9;14.6;13.7;176.8;15.3;7.0;;0.05;clear-day
12.2;-0.7;5.7;12.2;-0.7;5.2;0.3;71.8;0.0;0.0;0.0;;;;;15.8;55.0;1024.6;26.4;13.0;172.4;14.9;7.0;;0.08;partly-cloudy-day
11.0;-1.5;4.1;11.0;-1.7;3.1;-0.2;75.4;0.0;0.0;0.0;;;;;12.3;42.1;1023.1;29.0;12.1;159.9;14.3;6.0;;0.12;partly-cloudy-day
11.4;-2.3;4.1;11.4;-2.3;3.9;0.0;76.5;0.0;0.0;0.0;;;;;7.5;45.4;1023.3;21.9;13.6;168.9;14.6;7.0;;0.15;partly-cloudy-day
13.9;-3.2;5.1;13.9;-3.6;4.4;-0.9;70.6;0.0;0.0;0.0;;;;;8.5;46.7;1021.5;29.2;10.2;161.8;14.0;6.0;;0.19;partly-cloudy-day
13.5;-2.8;6.0;13.5;-2.8;5.5;-1.1;64.2;0.0;0.0;0.0;;;;;14.0;348.5;1018.6;29.3;9.4;165.4;14.3;6.0;;0.25;partly-cloudy-day
7.4;3.8;5.4;6.4;0.8;3.9;3.1;85.3;0.673;100.0;12.5;rain;;;;18.3;43.9;1016.1;78.8;11.4;85.7;7.3;4.0;;0.25;rain
12.6;2.6;7.3;12.6;1.4;6.4;1.3;67.4;0.0;0.0;0.0;;;;;17.4;30.5;1019.1;54.6;14.0;141.9;12.2;6.0;;0.29;partly-cloudy-day
13.3;-1.1;5.6;13.3;-1.1;5.2;0.6;73.2;0.0;0.0;0.0;;;;;7.6;41.7;1022.5;6.2;12.3;155.7;13.4;6.0;;0.32;clear-day
14.8;-2.1;5.7;14.8;-2.1;5.1;0.5;73.1;0.0;0.0;0.0;;;;;12.0;66.3;1025.7;8.8;9.2;156.7;13.5;6.0;;0.35;clear-day
12.3;-2.3;4.9;12.3;-2.3;3.8;0.0;73.1;0.0;0.0;0.0;;;;;13.9;57.3;1028.6;1.7;12.3;153.8;13.2;6.0;;0.39;clear-day
11.3;-3.5;3.4;11.3;-4.4;2.7;-2.8;66.7;0.0;0.0;0.0;;;;;11.2;71.8;1030.2;28.2;12.8;148.6;12.8;6.0;;0.42;partly-cloudy-day
14.1;-3.7;4.6;14.1;-3.7;4.5;-2.1;66.4;0.0;0.0;0.0;;;;;15.8;239.3;1022.7;3.0;8.9;157.8;13.7;6.0;;0.45;clear-day
12.2;-1.1;6.1;12.2;-1.1;5.9;0.4;69.0;0.0;0.0;0.0;;;;;10.8;240.9;1017.5;48.6;10.8;131.9;11.4;5.0;;0.5;partly-cloudy-day
9.6;0.7;5.1;9.0;-1.8;4.0;-0.3;69.2;0.0;0.0;0.0;;;;;17.1;289.7;1020.7;66.1;11.6;119.0;10.3;5.0;;0.52;partly-cloudy-day
5.0;-2.8;1.1;2.6;-6.2;-2.2;-7.5;54.1;0.017;100.0;4.17;rain,snow;;;;16.0;46.6;1028.0;20.2;15.1;151.8;13.0;6.0;;0.55;rain
5.2;-5.0;0.1;1.7;-9.1;-4.1;-6.5;62.9;0.0;0.0;0.0;;;;;26.7;52.2;1027.9;21.7;15.2;146.8;12.5;6.0;;0.59;partly-cloudy-day
5.9;-1.6;1.7;2.2;-6.0;-2.6;-5.8;59.2;0.0;0.0;0.0;;;;;28.1;54.0;1021.6;59.4;14.4;135.2;11.7;6.0;;0.62;partly-cloudy-day
4.2;-1.7;1.3;2.6;-6.2;-2.1;-4.0;68.3;0.0;0.0;0.0;;;;;21.3;47.0;1016.1;72.2;13.5;74.5;6.3;4.0;;0.66;partly-cloudy-day
5.8;0.8;3.4;4.6;-0.8;2.4;0.1;79.9;0.042;100.0;4.17;rain;;;;10.5;248.2;1017.9;93.8;9.1;92.0;7.9;4.0;;0.69;rain
5.5;1.1;3.0;2.9;-0.3;1.5;0.8;86.3;0.166;100.0;4.17;rain,snow;;;;15.3;41.8;1020.9;93.5;10.8;89.3;7.6;4.0;;0.73;rain
8.4;1.9;4.1;6.0;-1.4;1.3;0.6;78.8;0.0;0.0;0.0;;;;;19.3;51.1;1021.6;74.8;12.9;111.4;9.6;5.0;;0.75;partly-cloudy-day
8.8;-3.8;2.4;7.1;-4.7;0.4;-1.2;79.4;0.0;0.0;0.0;;;;;15.1;48.2;1021.9;23.9;13.8;129.7;11.1;5.0;;0.8;partly-cloudy-day
5.5;-2.7;1.5;5.5;-4.8;0.3;-1.5;81.4;0.0;0.0;0.0;;;;;11.3;22.4;1024.5;55.3;10.3;124.1;10.8;5.0;;0.83;partly-cloudy-day
5.8;-3.8;1.3;5.8;-4.2;0.6;-1.9;80.1;0.0;0.0;0.0;;;;;9.0;36.2;1026.4;62.9;6.4;137.7;11.8;6.0;;0.87;partly-cloudy-day
8.4;-6.1;0.5;8.4;-6.1;0.1;-2.7;81.3;0.0;0.0;0.0;;;;;7.5;11.3;1025.9;12.5;5.3;137.1;11.9;5.0;;0.9;clear-day
9.7;-6.3;1.1;9.5;-6.3;0.3;-3.3;75.4;0.0;0.0;0.0;;;;;11.2;42.6;1027.3;3.8;6.6;132.2;11.4;5.0;;0.94;clear-day
9.4;-6.7;0.8;8.5;-6.7;0.2;-4.1;72.8;0.0;0.0;0.0;;;;;9.3;34.4;1029.3;12.6;10.2;125.3;10.8;5.0;;0.97;clear-day
6.9;-8.0;-1.0;6.9;-10.9;-2.1;-6.5;70.4;0.0;0.0;0.0;;;;;10.3;61.9;1028.6;0.0;9.5;138.8;12.0;6.0;;0.0;clear-day
6.9;-9.9;-1.9;6.9;-12.0;-2.7;-9.0;62.5;0.0;0.0;0.0;;;;;7.9;75.4;1025.5;0.0;7.1;136.7;11.9;6.0;;0.04;clear-day
4.6;-10.3;-2.7;4.3;-10.3;-3.4;-8.4;67.4;0.0;0.0;0.0;;;;;9.2;359.3;1025.1;8.7;7.8;122.5;10.7;5.0;;0.07;clear-day
6.2;-8.8;-1.2;4.7;-8.8;-1.6;-6.3;71.2;0.0;0.0;0.0;;;;;9.0;235.6;1025.1;0.0;6.5;127.4;11.0;5.0;;0.1;clear-day
9.3;-8.7;-0.1;9.3;-8.7;-0.5;-6.7;65.8;0.0;0.0;0.0;;;;;7.4;28.3;1029.7;0.2;7.7;127.0;11.0;5.0;;0.14;clear-day
8.1;-9.5;-1.1;6.5;-9.5;-1.5;-8.3;62.1;0.0;0.0;0.0;;;;;11.9;247.5;1027.7;3.8;6.5;128.9;11.1;5.0;;0.17;clear-day
8.7;-9.0;-0.6;7.7;-10.4;-1.0;-8.1;60.9;0.0;0.0;0.0;;;;;9.7;27.3;1026.5;0.0;6.7;127.2;11.0;5.0;;0.2;clear-day
8.0;-9.1;-0.9;7.5;-9.1;-1.2;-7.9;62.7;0.0;0.0;0.0;;;;;7.9;138.8;1026.0;12.4;6.5;124.3;10.8;5.0;;0.25;clear-day
8.5;-10.0;-1.4;7.7;-10.7;-1.8;-8.1;64.6;0.0;0.0;0.0;;;;;8.1;49.8;1027.8;0.0;6.1;127.1;10.9;5.0;;0.27;clear-day
11.6;-8.2;0.3;11.6;-8.8;0.0;-7.9;58.9;0.0;0.0;0.0;;;;;6.1;46.3;1027.1;0.0;6.2;122.2;10.5;5.0;;0.3;clear-day
11.0;-7.8;0.8;11.0;-8.1;0.4;-6.1;63.5;0.0;0.0;0.0;;;;;9.7;5.6;1024.0;0.0;7.3;120.9;10.5;5.0;;0.33;clear-day
11.4;-6.3;3.2;11.4;-6.3;3.1;-2.4;69.4;0.0;0.0;0.0;;;;;7.1;3.1;1021.0;38.2;6.3;118.2;10.2;5.0;;0.36;partly-cloudy-day
11.8;2.0;6.8;11.8;2.0;6.7;4.4;85.9;0.249;100.0;4.17;rain;;;;9.3;49.1;1016.3;87.0;7.7;72.6;6.2;4.0;;0.4;rain
8.1;2.0;6.3;6.9;-1.1;5.1;4.6;89.1;1.014;100.0;12.5;rain;;;;11.5;282.2;1011.3;92.4;8.3;42.2;3.6;3.0;;0.43;rain
5.3;-2.5;1.9;2.6;-5.0;-0.1;-1.3;80.7;0.042;100.0;4.17;rain;;;;21.8;277.1;1020.9;69.0;10.8;37.7;3.1;2.0;;0.46;rain
4.8;-6.3;-0.8;3.7;-6.3;-1.3;-3.6;82.7;0.0;0.0;0.0;;;;;9.9;246.3;1028.8;9.4;11.5;116.9;10.0;5.0;;0.5;clear-day
6.5;-5.5;0.8;6.5;-5.5;0.5;-2.7;80.3;0.0;0.0;0.0;;;;;7.6;225.2;1029.0;42.2;9.2;69.5;6.1;3.0;;0.53;partly-cloudy-day
11.0;-2.0;3.6;11.0;-2.0;3.5;0.1;80.2;0.0;0.0;0.0;;;;;8.6;139.7;1028.3;27.3;5.6;111.4;9.4;5.0;;0.56;partly-cloudy-day
10.8;-3.8;3.6;10.8;-3.8;3.0;0.9;84.9;0.0;0.0;0.0;;;;;7.1;77.2;1025.5;42.0;5.4;107.7;9.3;5.0;;0.6;partly-cloudy-day
11.7;-0.5;5.1;11.7;-0.5;4.9;1.8;81.5;0.0;0.0;0.0;;;;;7.9;82.7;1023.8;50.4;5.6;101.1;8.9;4.0;;0.63;partly-cloudy-day
11.7;-2.9;3.7;11.7;-2.9;3.6;1.2;86.2;0.0;0.0;0.0;;;;;6.8;67.4;1025.0;5.5;4.3;112.6;9.7;5.0;;0.67;clear-day
7.7;-4.0;2.7;7.0;-5.6;1.4;0.9;89.1;0.042;100.0;4.17;rain;;;;12.8;62.0;1016.8;58.3;4.4;93.7;8.1;5.0;;0.71;rain
9.9;3.0;6.3;8.7;0.7;4.8;0.7;70.2;0.042;100.0;4.17;rain;;;;14.2;207.7;1012.8;65.8;12.3;89.7;7.8;4.0;;0.74;rain
15.1;5.5;10.3;15.1;3.2;9.7;3.2;61.8;0.0;0.0;0.0;;;;;26.9;207.4;1015.4;71.8;15.5;65.4;5.7;4.0;;0.75;partly-cloudy-day
12.8;6.2;9.3;12.8;4.9;8.9;3.8;69.0;0.0;0.0;0.0;;;;;9.0;19.0;1021.3;77.0;13.8;65.3;5.5;3.0;;0.81;partly-cloudy-day
14.6;2.8;8.9;14.6;2.8;8.4;3.1;69.7;0.042;100.0;4.17;rain;;;;14.3;137.8;1015.1;84.1;13.7;73.6;6.3;3.0;;0.85;rain
10.3;1.4;7.9;10.3;1.4;7.1;2.3;68.8;0.166;100.0;4.17;rain;;;;16.1;233.1;1014.5;71.9;11.4;56.0;4.7;3.0;;0.88;rain
11.7;-0.7;5.8;11.7;-1.3;4.7;1.2;74.0;0.0;0.0;0.0;;;;;15.8;62.7;1014.8;70.1;13.8;74.1;6.5;4.0;;0.92;partly-cloudy-day
7.9;3.6;5.6;7.1;0.6;3.8;3.8;88.6;1.558;100.0;12.5;rain;;;;13.9;73.7;1008.9;91.6;12.0;67.7;5.8;4.0;;0.95;rain
3.8;-0.7;2.0;2.3;-3.4;-0.7;0.3;89.2;1.205;100.0;8.33;rain,snow;;;;16.9;300.8;1009.8;97.9;7.8;59.7;5.0;3.0;;0.0;rain
3.2;-1.5;0.3;-1.0;-5.1;-3.0;-4.5;71.2;0.017;100.0;4.17;rain,snow;;;;19.6;13.4;1020.2;67.1;11.8;68.5;5.9;3.0;;0.02;rain
2.9;-3.4;0.5;-0.1;-6.4;-2.4;-4.7;68.8;0.0;0.0;0.0;;;;;16.2;44.9;1030.7;75.3;14.3;115.3;10.1;5.0;;0.05;partly-cloudy-day
3.5;-3.7;-0.2;3.5;-5.4;-1.1;-4.3;75.1;0.0;0.0;0.0;;;;;8.7;54.2;1034.8;46.2;13.4;116.8;10.1;5.0;;0.09;partly-cloudy-day
-0.5;-3.0;-1.9;-0.5;-5.9;-3.0;-4.2;84.4;0.0;0.0;0.0;;;;;8.8;334.0;1032.7;92.7;7.7;119.6;10.4;5.0;;0.12;cloudy
-0.7;-3.4;-2.0;-0.7;-8.4;-3.8;-4.9;80.6;0.0;0.0;0.0;;;;;13.8;24.3;1027.1;95.5;5.8;119.0;10.2;5.0;;0.15;cloudy
1.4;-4.0;-1.3;0.4;-7.1;-3.5;-4.2;80.7;0.0;0.0;0.0;;;;;14.2;47.0;1019.9;87.6;7.0;84.7;7.4;4.0;;0.18;partly-cloudy-day
3.7;-1.0;1.5;1.6;-4.7;-1.0;-0.4;86.9;0.042;100.0;4.17;rain;;;;14.0;47.4;1014.0;91.2;7.0;71.2;6.1;3.0;;0.21;rain
3.4;0.5;2.1;2.2;-1.0;0.7;1.5;95.8;1.504;100.0;12.5;rain,snow;;;;11.2;33.3;1013.0;96.5;6.8;49.1;4.2;3.0;;0.25;rain
4.5;-3.9;0.2;2.3;-6.2;-1.4;-2.9;80.5;0.0;0.0;0.0;;;;;11.2;49.6;1023.7;27.1;10.8;115.5;9.9;5.0;;0.28;partly-cloudy-day
4.4;-7.1;-2.0;4.4;-9.5;-3.3;-4.2;85.9;0.0;0.0;0.0;;;;;9.4;67.0;1028.2;0.3;7.5;113.8;9.7;5.0;;0.31;clear-day
5.7;-6.8;-1.4;5.6;-8.6;-3.0;-3.3;88.1;0.0;0.0;0.0;;;;;9.9;74.0;1025.8;2.4;4.8;120.1;10.3;5.0;;0.34;clear-day
2.2;-6.8;-2.3;1.9;-7.4;-3.2;-3.3;93.2;0.0;0.0;0.0;;;;;7.8;91.4;1018.4;45.0;3.7;97.7;8.5;4.0;;0.37;partly-cloudy-day
6.9;-3.1;2.2;5.9;-6.3;-0.2;-0.5;83.8;0.0;0.0;0.0;;;;;25.6;97.2;1009.0;76.8;7.2;102.0;8.7;5.0;;0.41;partly-cloudy-day
11.5;6.6;8.8;11.5;3.7;6.9;1.9;62.0;0.0;0.0;0.0;;;;48.2;26.8;147.6;1006.8;86.1;14.4;51.7;4.6;2.0;;0.44;partly-cloudy-day
8.0;1.8;5.7;6.2;1.3;4.1;2.6;81.3;0.042;100.0;4.17;rain;;;;17.8;143.0;1006.5;87.6;13.5;54.9;4.6;3.0;;0.47;rain
2.1;-1.8;1.2;1.0;-3.3;-0.9;0.6;96.2;0.806;100.0;8.33;rain,snow;;;;22.8;242.2;1009.9;83.9;6.7;83.7;7.2;4.0;;0.5;rain
1.2;-2.2;-0.2;-0.3;-4.5;-2.9;-0.6;97.4;0.083;100.0;4.17;rain,snow;;;;17.5;38.6;1016.2;94.8;6.0;24.7;2.0;1.0;;0.54;rain
6.9;0.0;2.9;4.2;-2.8;0.1;1.7;92.5;0.482;100.0;8.33;rain,snow;;;;20.5;27.5;1013.9;83.0;9.1;76.5;6.7;4.0;;0.58;rain
4.8;1.4;3.0;1.4;-1.6;0.0;0.2;82.5;0.017;100.0;4.17;rain;;;;18.7;22.4;1018.0;85.1;12.7;59.1;5.0;3.0;;0.61;rain
4.2;-1.8;1.4;2.2;-4.1;-0.4;-2.1;77.4;0.0;0.0;0.0;;;;;18.0;232.5;1017.1;73.6;11.6;118.1;10.2;5.0;;0.65;partly-cloudy-day
4.0;-4.9;0.3;2.5;-5.0;-1.5;-3.1;78.8;0.0;0.0;0.0;;;;;17.8;219.2;1013.9;71.0;13.2;124.3;10.9;5.0;;0.68;partly-cloudy-day
1.0;-4.0;-1.8;0.3;-5.4;-2.3;-2.2;97.1;0.166;100.0;8.33;rain,snow;;;;8.5;227.7;1011.4;97.3;6.0;68.1;6.0;3.0;;0.72;rain
-2.6;-11.9;-4.9;-3.2;-11.9;-6.4;-6.0;92.1;0.059;100.0;8.33;snow;;;;13.0;230.8;1013.3;71.1;8.9;89.2;7.7;3.0;;0.75;snow
-4.4;-10.0;-7.4;-7.2;-12.6;-9.5;-8.9;89.2;0.0;0.0;0.0;;;;;11.6;225.2;1022.0;74.6;8.1;91.6;7.9;4.0;;0.79;partly-cloudy-day
-5.9;-12.5;-8.7;-7.8;-16.7;-12.6;-10.5;86.9;0.0;0.0;0.0;;;;;12.1;231.5;1027.3;77.0;7.5;130.8;11.3;5.0;;0.82;partly-cloudy-day
-6.3;-14.0;-9.6;-9.6;-17.1;-12.4;-11.7;84.8;0.0;0.0;0.0;;;;;11.8;237.9;1030.0;60.3;7.3;92.1;8.1;4.0;;0.86;partly-cloudy-day
-4.2;-12.5;-7.8;-4.2;-12.5;-8.5;-11.3;76.6;0.0;0.0;0.0;;;;;6.7;180.0;1026.2;80.9;7.8;106.0;9.2;4.0;;0.9;partly-cloudy-day
-0.7;-5.9;-3.4;-3.6;-9.5;-6.9;-5.1;88.6;0.1;100.0;8.33;snow;;;;14.6;43.0;1016.5;95.1;5.7;80.4;7.1;3.0;;0.93;snow
1.9;-4.3;-0.7;0.1;-6.9;-3.1;-2.3;89.4;0.631;100.0;8.33;rain,snow;;;;16.2;278.9;1010.6;77.9;9.7;83.1;7.1;4.0;;0.97;rain
2.7;-7.4;-1.5;0.7;-9.0;-2.6;-5.0;78.3;0.0;0.0;0.0;;;;;14.2;238.6;1019.4;34.2;12.6;140.3;12.2;6.0;;0.0;partly-cloudy-day
4.0;-10.7;-2.8;1.8;-11.4;-4.9;-5.5;83.3;0.0;0.0;0.0;;;;;10.3;44.8;1020.4;55.9;5.8;119.2;10.4;5.0;;0.04;partly-cloudy-day
3.7;-1.1;1.1;2.1;-4.3;-1.4;0.5;95.5;1.205;100.0;16.67;rain,snow;;;;12.8;39.0;1008.8;99.1;6.8;48.6;4.2;2.0;;0.07;rain
4.6;0.8;2.3;3.6;-1.7;0.7;1.6;95.1;1.246;100.0;8.33;rain,snow;;;;11.0;53.6;1006.7;94.5;8.8;95.4;8.1;5.0;;0.1;rain
1.5;-2.9;-0.7;1.2;-7.7;-3.5;-1.0;97.6;0.332;100.0;8.33;rain,snow;;;40.7;19.3;254.5;1010.8;98.9;5.0;92.1;8.0;4.0;;0.13;rain
2.2;-5.3;-2.0;-0.1;-8.4;-3.8;-3.5;89.7;0.249;100.0;4.17;snow;;;;10.4;87.0;1024.0;75.8;11.2;144.1;12.5;6.0;;0.16;rain
0.6;-5.8;-3.2;-0.7;-9.3;-4.7;-6.5;79.4;0.0;0.0;0.0;;;;;10.8;75.2;1023.0;74.2;11.8;146.0;12.6;6.0;;0.2;partly-cloudy-day
-1.1;-6.7;-4.4;-4.9;-13.6;-7.9;-9.4;69.2;0.0;0.0;0.0;;;;;21.3;47.3;1019.8;78.0;11.7;136.3;11.8;6.0;;0.23;partly-cloudy-day
-3.5;-13.0;-7.3;-7.3;-15.6;-11.0;-13.4;62.7;0.0;0.0;0.0;;;;;13.7;345.2;1017.1;40.3;13.3;127.2;11.1;5.0;;0.25;partly-cloudy-day
-3.9;-15.5;-10.6;-7.1;-18.5;-12.6;-13.5;80.0;0.0;0.0;0.0;;;;;11.8;64.4;1022.6;32.6;8.6;145.8;12.5;6.0;;0.29;partly-cloudy-day
-5.0;-17.9;-10.4;-5.4;-22.2;-14.0;-14.3;73.9;0.0;0.0;0.0;;;;;11.9;53.8;1027.6;36.7;6.2;130.7;11.3;6.0;;0.32;partly-cloudy-day
-0.9;-7.2;-3.8;-4.8;-12.2;-8.2;-6.0;85.1;0.149;100.0;8.33;rain,snow;;;;16.0;62.0;1031.1;92.3;6.9;113.3;9.6;5.0;;0.36;snow
5.1;-9.7;-1.9;2.8;-10.2;-4.1;-4.8;81.9;0.0;0.0;0.0;;;;;12.1;77.2;1031.2;14.2;7.8;152.0;13.1;6.0;;0.39;clear-day
5.2;-10.0;-3.2;2.9;-10.0;-4.3;-5.2;87.1;0.0;0.0;0.0;;;;;10.8;49.2;1027.9;18.2;4.1;158.6;13.9;6.0;;0.42;clear-day
2.8;-10.6;-3.6;0.1;-14.2;-6.2;-5.9;85.0;0.0;0.0;0.0;;;;;15.1;55.5;1021.9;27.2;5.2;159.8;13.8;6.0;;0.45;partly-cloudy-day
2.4;-1.4;0.8;1.3;-5.5;-2.8;-0.9;88.5;0.191;100.0;8.33;rain,snow;;;;24.0;50.0;1008.2;93.6;8.1;52.1;4.5;3.0;;0.5;rain
4.0;-0.5;1.8;2.8;-5.4;-0.1;0.8;93.3;0.042;100.0;4.17;rain,snow;;;;17.5;14.7;1013.4;94.9;6.9;109.7;9.4;5.0;;0.52;rain
-0.6;-3.3;-2.2;-2.8;-9.1;-6.4;-3.8;89.1;0.208;100.0;8.33;rain,snow;;;;21.2;48.0;1014.1;98.2;8.1;59.2;5.1;3.0;;0.55;snow
0.9;-4.1;-2.6;-1.5;-8.0;-5.8;-5.5;81.3;0.166;100.0;4.17;snow;;;;10.8;51.0;1021.5;88.4;9.2;120.5;10.5;5.0;;0.59;rain
0.6;-8.4;-3.5;-0.4;-11.4;-5.1;-6.5;80.4;0.083;100.0;4.17;snow;;;;9.6;53.6;1029.2;60.3;10.5;170.3;14.7;7.0;;0.62;rain
-0.1;-11.2;-5.8;-4.4;-16.5;-9.9;-8.8;80.4;0.0;0.0;0.0;;;;;16.5;70.5;1028.9;22.0;8.3;141.7;12.2;6.0;;0.66;partly-cloudy-day
3.6;-12.0;-3.7;0.6;-12.0;-6.1;-8.9;69.2;0.0;0.0;0.0;;;;;13.9;60.0;1020.9;16.8;7.9;175.5;15.0;7.0;;0.7;clear-day
4.2;-3.4;-0.1;2.9;-8.3;-2.6;-2.1;87.3;0.441;100.0;8.33;rain,snow;;;;14.9;39.4;1014.6;94.1;5.0;76.6;6.7;3.0;;0.75;rain
5.0;0.0;2.5;3.1;-3.2;0.6;0.4;87.0;0.125;100.0;8.33;rain,snow;;;;19.4;236.8;1006.0;87.7;10.8;92.7;7.9;3.0;;0.77;rain
3.9;-4.2;0.3;2.2;-5.7;-1.0;-2.8;81.2;0.0;0.0;0.0;;;;;13.3;218.7;1004.4;78.3;11.5;106.8;9.2;4.0;;0.8;partly-cloudy-day
0.2;-3.2;-1.0;-3.8;-10.4;-5.5;-4.2;80.3;0.125;100.0;8.33;rain,snow;;;51.8;27.9;355.4;1000.1;99.4;6.1;54.3;4.7;2.0;;0.84;rain
-0.2;-8.3;-3.5;-4.0;-13.4;-7.6;-8.5;68.5;0.0;0.0;0.0;;;;;22.7;260.2;1013.8;68.0;11.0;134.7;11.6;5.0;;0.87;partly-cloudy-day
-1.4;-12.2;-6.5;-4.2;-15.0;-8.3;-10.2;76.1;0.0;0.0;0.0;;;;;11.7;240.4;1025.5;20.4;9.6;184.6;16.0;7.0;;0.91;partly-cloudy-day
-0.2;-10.2;-5.6;-3.6;-15.6;-9.0;-9.1;77.0;0.0;0.0;0.0;;;;;12.1;46.5;1034.4;35.5;8.5;198.1;17.3;7.0;;0.95;partly-cloudy-day
0.5;-11.5;-6.0;-1.1;-15.6;-8.5;-9.4;77.9;0.0;0.0;0.0;;;;;10.8;21.4;1033.8;11.9;5.7;185.0;15.8;7.0;;0.98;clear-day
4.0;-9.6;-3.8;1.4;-13.7;-5.9;-7.1;79.1;0.0;0.0;0.0;;;;;10.8;37.9;1031.3;32.7;4.9;193.0;16.7;7.0;;0.0;partly-cloudy-day
4.3;-9.2;-3.3;2.1;-13.3;-5.1;-6.3;81.1;0.0;0.0;0.0;;;;;10.0;52.7;1025.7;29.0;4.7;158.2;13.5;6.0;;0.05;partly-cloudy-day
2.6;-10.4;-3.5;1.1;-14.2;-4.8;-5.7;85.8;0.0;0.0;0.0;;;;;9.5;301.4;1017.8;37.6;5.5;194.3;16.8;7.0;;0.08;partly-cloudy-day
3.7;-4.5;0.9;3.1;-4.5;-0.4;-0.8;88.8;0.0;0.0;0.0;;;;;16.1;227.3;1013.6;72.5;7.8;160.0;13.9;6.0;;0.11;partly-cloudy-day
9.5;1.2;4.7;7.9;1.2;3.9;1.4;80.8;0.017;100.0;4.17;rain;;;;15.7;222.1;1011.1;79.5;10.9;155.1;13.4;7.0;;0.14;rain
7.4;2.7;4.7;6.2;1.0;3.6;2.7;87.0;0.415;100.0;8.33;rain;;;;13.6;343.3;1005.1;89.7;11.3;82.6;7.2;4.0;;0.18;rain
5.9;-5.0;-0.3;5.9;-9.6;-2.8;-1.2;93.9;1.404;100.0;16.67;rain,snow;;;;21.6;332.6;1001.9;97.8;4.8;91.0;7.9;4.0;;0.21;rain
-2.6;-6.0;-4.2;-6.4;-11.7;-9.0;-6.4;85.4;0.756;100.0;8.33;snow;;;;24.3;9.9;1000.6;96.4;5.8;79.9;6.9;3.0;;0.24;snow
0.2;-5.2;-2.6;-1.1;-9.8;-5.7;-7.5;70.4;0.0;0.0;0.0;;;;;21.7;305.2;1009.0;89.7;11.7;121.0;10.4;5.0;;0.25;partly-cloudy-day
1.7;-4.8;-1.4;-0.4;-8.6;-4.9;-5.4;75.4;0.042;100.0;4.17;snow;;;;17.4;246.7;1014.6;67.7;12.2;175.6;15.1;6.0;;0.31;rain
1.6;-4.2;-0.8;-2.0;-7.3;-4.6;-2.9;86.0;0.066;100.0;4.17;snow;;;;23.9;241.8;1012.5;87.0;11.1;163.3;14.2;6.0;;0.34;rain
1.2;-5.2;-1.9;-2.6;-10.8;-5.9;-4.9;80.2;0.0;0.0;0.0;;;;;29.3;241.4;1017.0;64.2;12.7;185.7;15.9;7.0;;0.37;partly-cloudy-day
4.0;-5.7;-0.6;1.5;-5.7;-1.9;-5.7;70.3;0.0;0.0;0.0;;;;;12.2;206.1;1020.3;58.3;12.4;187.9;16.2;7.0;;0.4;partly-cloudy-day
5.1;-2.9;0.5;4.1;-6.4;-0.5;-2.9;78.7;0.0;0.0;0.0;;;;;11.8;103.6;1019.1;62.8;8.6;139.7;12.2;5.0;;0.44;partly-cloudy-day
4.9;-5.2;-0.4;4.0;-7.0;-1.4;-2.4;86.7;0.0;0.0;0.0;;;;;9.9;186.4;1024.9;33.8;6.5;212.1;18.2;8.0;;0.47;partly-cloudy-day
7.2;-4.3;1.2;6.6;-6.1;0.2;-1.9;81.2;0.0;0.0;0.0;;;;;11.3;87.2;1024.7;41.1;7.4;207.9;18.2;7.0;;0.5;partly-cloudy-day
9.0;0.5;4.3;8.6;-0.6;3.5;1.3;82.0;0.017;100.0;4.17;rain;;;;12.3;278.5;1027.2;72.5;9.4;148.2;12.7;5.0;;0.54;rain
5.4;-3.1;0.7;2.9;-6.1;-1.8;-5.3;66.9;0.0;0.0;0.0;;;;;13.4;61.7;1029.1;45.6;10.9;225.5;19.5;8.0;;0.57;partly-cloudy-day
4.4;-5.7;0.0;1.3;-8.2;-3.0;-5.1;69.3;0.0;0.0;0.0;;;;;24.1;43.3;1020.7;54.3;10.3;141.4;12.3;7.0;;0.61;partly-cloudy-day
