tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;moonphase;weathercondition
21.6;10.0;14.6;21.6;10.0;14.6;8.1;67.0;0.0;0.0;0.0;;;;;29.5;33.4;1005.1;72.3;11.4;;;;;0.78;partly-cloudy-day
19.6;11.1;15.0;19.6;11.1;15.0;8.1;65.4;0.0;0.0;0.0;;;;;20.4;126.0;1009.1;70.2;12.1;;;;;0.82;partly-cloudy-day
19.1;10.6;14.1;19.1;10.6;14.1;9.5;75.4;0.0;0.0;0.0;;;;;22.2;338.0;1012.8;67.7;12.7;;;;;0.85;partly-cloudy-day
19.6;7.1;13.6;19.6;7.1;13.6;8.3;72.1;0.0;0.0;0.0;;;;;29.6;145.4;1011.6;52.1;11.4;;;;;0.89;partly-cloudy-day
16.3;10.5;12.8;16.3;10.5;12.8;8.3;74.5;0.0;0.0;0.0;;;;;14.3;259.7;1007.4;88.7;11.8;;;;;0.93;partly-cloudy-day
10.6;5.5;8.1;10.6;1.0;4.6;5.6;84.6;0.0;0.0;0.0;;;;;39.0;356.6;1006.2;99.2;10.9;;;;;0.96;cloudy
12.5;3.9;7.6;12.5;1.0;6.2;0.5;62.8;0.0;0.0;0.0;;;;;32.2;354.3;1016.3;76.1;12.0;;;;;0.0;partly-cloudy-day
15.6;0.8;8.3;15.6;-1.2;8.1;2.8;71.4;0.0;0.0;0.0;;;;;18.4;142.5;1025.0;51.9;11.6;;;;;0.03;partly-cloudy-day
24.3;8.7;15.4;24.3;8.7;15.4;8.4;66.7;0.0;0.0;0.0;;;;;16.8;112.6;1021.5;69.9;11.4;;;;;0.06;partly-cloudy-day
24.6;10.1;17.1;24.6;10.1;17.1;7.2;58.3;0.0;0.0;0.0;;;;;20.6;252.9;1012.2;50.6;11.9;;;;;0.09;partly-cloudy-day
23.8;7.1;15.6;23.8;7.1;15.6;8.7;67.2;0.0;0.0;0.0;;;;;16.6;173.2;1009.8;49.2;12.5;;;;;0.16;partly-cloudy-day
27.6;8.1;17.7;27.4;8.1;17.7;9.2;62.3;0.0;0.0;0.0;;;;;44.3;196.8;1007.8;60.6;12.1;;;;;0.19;partly-cloudy-day
20.6;12.1;16.4;20.6;12.1;16.4;7.6;57.2;0.0;0.0;0.0;;;;;29.5;223.3;1003.6;58.8;13.3;;;;;0.25;partly-cloudy-day
17.7;8.6;13.4;17.7;7.5;13.3;6.7;65.9;0.0;0.0;0.0;;;;;31.7;266.6;1008.6;65.8;12.8;;;;;0.26;partly-cloudy-day
19.6;9.1;13.8;19.6;9.1;13.8;6.2;63.5;0.0;0.0;0.0;;;;;17.1;260.3;1015.3;52.2;11.2;;;;;0.29;partly-cloudy-day
24.5;13.6;19.0;24.5;13.6;19.0;4.7;40.6;0.0;0.0;0.0;;;;;36.3;235.8;1009.1;40.3;10.7;;;;;0.35;partly-cloudy-day
20.1;8.6;14.8;20.1;8.6;14.8;7.1;62.3;0.0;0.0;0.0;;;;;30.5;289.4;1015.2;39.4;11.8;;;;;0.39;partly-cloudy-day
21.7;4.6;13.6;21.7;4.6;13.6;5.2;61.5;0.0;0.0;0.0;;;;;17.5;262.6;1020.4;24.8;12.2;;;;;0.42;partly-cloudy-day
24.7;5.6;16.6;24.7;5.6;16.6;6.5;55.2;0.0;0.0;0.0;;;;;14.5;262.2;1019.3;45.8;11.7;;;;;0.45;partly-cloudy-day
28.5;10.7;20.3;27.6;10.7;20.1;9.4;52.3;0.0;0.0;0.0;;;;;16.2;249.4;1015.6;66.0;11.3;;;;;0.48;partly-cloudy-day
29.1;10.5;20.4;27.9;10.5;20.1;9.4;54.1;0.0;0.0;0.0;;;;;20.1;253.5;1013.7;65.9;10.7;;;;;0.5;partly-cloudy-day
28.4;9.8;20.8;28.1;9.8;20.7;10.0;54.0;0.0;0.0;0.0;;;;;32.7;223.5;1013.0;70.2;10.7;;;;;0.55;partly-cloudy-day
26.3;13.6;18.9;26.3;13.6;18.9;8.2;53.6;0.0;0.0;0.0;;;;;26.3;231.9;1007.3;45.2;12.0;;;;;0.62;partly-cloudy-day
20.0;10.3;15.0;20.0;10.3;15.0;6.9;60.1;0.0;0.0;0.0;;;;;28.7;258.4;1011.0;59.3;12.1;;;;;0.66;partly-cloudy-day
18.6;8.6;12.9;18.6;8.6;12.9;7.1;69.5;0.0;0.0;0.0;;;;;22.3;253.4;1010.6;67.3;12.6;;;;;0.7;partly-cloudy-day
18.8;7.6;13.2;18.8;7.6;13.2;6.6;67.0;0.0;0.0;0.0;;;;;20.7;235.0;1009.4;62.4;12.3;;;;;0.73;partly-cloudy-day
20.3;8.1;14.4;20.3;6.9;14.4;7.1;63.9;0.0;0.0;0.0;;;;;22.0;240.7;1010.0;61.8;12.3;;;;;0.75;partly-cloudy-day
18.6;10.1;13.9;18.6;10.1;13.9;9.8;77.8;0.0;0.0;0.0;;;;;12.8;274.4;1011.0;75.9;12.1;;;;;0.8;partly-cloudy-day
20.3;10.4;15.0;20.3;10.4;15.0;8.8;68.8;0.0;0.0;0.0;;;;;26.1;282.5;1013.2;64.0;12.6;;;;;0.84;partly-cloudy-day
22.3;8.3;15.4;22.3;8.3;15.4;8.2;66.4;0.0;0.0;0.0;;;;;12.1;290.2;1017.4;40.2;12.7;;;;;0.88;partly-cloudy-day
26.8;7.6;17.2;26.3;7.6;17.2;8.4;60.9;0.0;0.0;0.0;;;;;13.3;267.9;1020.9;20.6;10.2;;;;;0.91;partly-cloudy-day
30.1;10.5;20.2;28.8;10.5;20.0;9.5;55.7;0.0;0.0;0.0;;;;;8.1;287.4;1018.8;23.7;11.0;;;;;0.95;partly-cloudy-day
28.8;13.1;22.0;27.7;13.1;21.7;10.0;50.9;0.0;0.0;0.0;;;;;34.9;298.0;1013.6;23.3;14.2;;;;;0.0;partly-cloudy-day
27.8;12.1;19.8;26.9;12.1;19.7;9.9;56.4;0.0;0.0;0.0;;;;;21.5;8.7;1015.6;27.7;12.0;;;;;0.05;partly-cloudy-day
23.6;6.1;15.6;23.6;6.1;15.6;6.1;56.4;0.0;0.0;0.0;;;;;12.1;262.4;1012.7;61.8;12.0;;;;;0.11;partly-cloudy-day
26.8;7.6;17.2;26.4;7.6;17.2;6.6;52.1;0.0;0.0;0.0;;;;;17.4;318.8;1009.3;36.3;12.0;;;;;0.15;partly-cloudy-day
24.7;7.3;17.2;24.7;7.3;17.2;6.7;54.3;0.0;0.0;0.0;;;;;14.0;288.3;1009.3;33.2;11.4;;;;;0.18;partly-cloudy-day
25.8;12.9;19.2;25.8;12.9;19.2;9.2;54.2;0.0;0.0;0.0;;;;;16.0;313.6;1006.4;45.7;11.0;;;;;0.21;partly-cloudy-day
23.2;13.6;17.9;23.2;13.6;17.9;11.6;67.8;0.0;0.0;0.0;;;;;19.7;4.1;1006.9;75.2;11.5;;;;;0.25;partly-cloudy-day
23.7;14.1;18.5;23.7;14.1;18.5;12.4;70.2;0.0;0.0;0.0;;;;;16.1;19.8;1011.8;64.2;11.7;;;;;0.27;partly-cloudy-day
26.3;12.6;19.6;26.3;12.6;19.6;10.3;58.1;0.0;0.0;0.0;;;;;16.8;59.4;1016.0;30.2;11.9;;;;;0.31;partly-cloudy-day
30.5;12.6;22.6;29.1;12.6;22.2;9.5;47.0;0.0;0.0;0.0;;;;;18.2;297.4;1008.3;5.7;10.6;;;;;0.61;clear-day
29.6;14.0;22.6;28.2;14.0;22.3;8.6;42.7;0.0;0.0;0.0;;;;;15.2;306.2;1007.8;17.8;11.1;;;;;0.64;clear-day
30.1;11.6;21.9;28.9;11.6;21.6;9.7;49.8;0.0;0.0;0.0;;;;;17.6;275.5;1007.8;11.3;11.9;;;;;0.68;clear-day
34.1;13.9;24.0;32.6;13.9;23.4;8.8;41.5;0.0;0.0;0.0;;;;;18.2;216.2;1004.5;24.4;11.4;;;;;0.72;partly-cloudy-day
25.7;14.5;20.9;25.7;14.5;20.9;10.1;51.8;0.0;0.0;0.0;;;;;41.5;280.9;1004.9;25.3;11.1;;;;;0.75;partly-cloudy-day
27.3;10.5;19.3;26.6;10.5;19.3;9.1;54.9;0.0;0.0;0.0;;;;;17.1;311.7;1012.9;30.0;11.6;;;;;0.79;partly-cloudy-day
28.5;13.8;21.7;27.4;13.8;21.5;10.4;51.3;0.0;0.0;0.0;;;;;18.9;337.1;1012.3;35.9;11.8;;;;;0.82;partly-cloudy-day
28.9;15.0;22.3;28.0;15.0;22.2;11.2;51.1;0.0;0.0;0.0;;;;;22.6;358.7;1010.2;42.7;11.6;;;;;0.86;partly-cloudy-day
28.6;14.6;21.9;27.7;14.6;21.8;11.1;52.9;0.0;0.0;0.0;;;;;16.3;46.5;1013.5;17.5;10.9;;;;;0.9;clear-day
35.3;14.6;24.4;33.4;14.6;23.7;7.1;36.2;0.0;0.0;0.0;;;;;20.9;27.6;1013.4;0.0;12.5;;;;;0.93;clear-day
35.6;12.9;26.1;34.9;12.9;25.5;9.6;37.7;0.0;0.0;0.0;;;;;29.5;51.5;1011.5;0.0;10.9;;;;;0.97;clear-day
36.6;15.7;27.2;35.6;15.7;26.7;11.9;41.3;0.0;0.0;0.0;;;;;18.4;9.9;1008.1;0.0;11.2;;;;;0.0;clear-day
36.1;15.7;28.0;34.5;15.7;27.2;10.2;35.4;0.0;0.0;0.0;;;;;22.9;286.9;1007.5;9.7;11.9;;;;;0.04;clear-day
34.5;18.7;26.9;33.7;18.7;26.7;14.2;47.9;0.0;0.0;0.0;;;;;18.2;25.4;1010.5;5.2;11.1;;;;;0.07;clear-day
34.3;20.1;26.3;33.7;20.1;26.1;13.6;47.1;0.0;0.0;0.0;;;;;23.8;49.8;1010.6;16.3;11.3;;;;;0.1;clear-day
35.7;19.1;27.5;34.5;19.1;27.1;13.4;44.3;0.0;0.0;0.0;;;;;17.1;27.8;1010.5;7.2;11.0;;;;;0.13;clear-day
36.5;19.0;28.2;36.4;19.0;27.8;12.6;39.9;0.0;0.0;0.0;;;;;17.6;25.4;1010.9;11.1;11.1;;;;;0.16;clear-day
37.3;17.3;29.6;36.3;17.3;29.0;11.3;33.8;0.0;0.0;0.0;;;;;18.4;55.9;1009.6;34.9;11.9;;;;;0.2;partly-cloudy-day
31.9;20.2;26.6;31.2;20.2;26.3;13.2;44.7;0.0;0.0;0.0;;;;;26.6;303.3;1005.4;11.5;11.7;;;;;0.23;clear-day
31.5;13.6;23.3;30.1;13.6;23.0;11.6;50.2;0.0;0.0;0.0;;;;;16.6;300.8;1009.7;15.4;11.8;;;;;0.25;clear-day
35.3;16.4;26.1;34.4;16.4;25.7;12.9;47.6;0.0;0.0;0.0;;;;;14.8;352.6;1008.4;16.1;10.7;;;;;0.29;clear-day
35.7;16.6;27.3;35.1;16.6;27.0;12.3;41.2;0.0;0.0;0.0;;;;;17.2;288.5;1005.7;7.0;10.8;;;;;0.33;clear-day
32.1;17.3;24.0;31.3;17.3;23.8;11.8;47.9;0.0;0.0;0.0;;;;;20.1;296.6;1004.7;14.9;12.7;;;;;0.36;clear-day
30.1;15.6;23.4;29.2;15.6;23.1;11.7;49.8;0.0;0.0;0.0;;;;;20.7;279.6;1006.0;16.3;11.7;;;;;0.39;clear-day
31.5;17.3;24.3;30.8;17.3;24.2;13.3;51.2;0.0;0.0;0.0;;;;;20.6;327.4;1005.1;38.4;11.0;;;;;0.45;partly-cloudy-day
30.5;16.7;22.4;29.3;16.7;22.3;13.7;61.2;0.0;0.0;0.0;;;;;31.2;311.2;1008.5;50.3;12.1;;;;;0.5;partly-cloudy-day
30.6;13.6;22.0;29.2;13.6;21.7;10.7;54.0;0.0;0.0;0.0;;;;;17.1;292.1;1010.1;14.4;11.5;;;;;0.52;clear-day
27.8;17.2;21.1;27.6;17.2;21.1;13.3;62.3;0.0;0.0;0.0;;;;;18.4;349.0;1008.9;62.0;12.7;;;;;0.56;partly-cloudy-day
29.3;13.0;21.8;28.5;13.0;21.6;12.6;59.9;0.0;0.0;0.0;;;;;25.9;343.6;1011.2;30.7;11.7;;;;;0.59;partly-cloudy-day
27.8;17.1;22.3;27.4;17.1;22.2;13.0;57.4;0.0;0.0;0.0;;;;;20.7;16.1;1011.6;55.3;11.7;;;;;0.63;partly-cloudy-day
27.5;16.0;20.4;27.3;16.0;20.4;13.3;65.5;0.0;0.0;0.0;;;;;21.1;3.7;1012.3;63.7;12.1;;;;;0.66;partly-cloudy-day
25.8;15.6;20.6;25.8;15.6;20.6;10.4;54.1;0.0;0.0;0.0;;;;;25.4;33.2;1013.8;56.9;12.2;;;;;0.7;partly-cloudy-day
25.8;13.8;20.1;25.8;13.8;20.1;10.1;55.2;0.0;0.0;0.0;;;;;17.6;6.9;1015.5;34.3;13.6;;;;;0.75;partly-cloudy-day
27.3;13.5;20.6;26.7;13.5;20.5;10.7;55.5;0.0;0.0;0.0;;;;;26.5;356.7;1016.1;45.2;10.8;;;;;0.77;partly-cloudy-day
27.7;13.2;20.5;26.9;13.2;20.3;9.0;51.0;0.0;0.0;0.0;;;;;22.5;24.8;1018.3;20.7;11.3;;;;;0.81;partly-cloudy-day
29.1;12.3;20.8;27.9;12.3;20.6;8.2;47.1;0.0;0.0;0.0;;;;;13.4;62.7;1017.9;0.0;10.6;;;;;0.84;clear-day
31.5;12.8;21.1;29.8;12.8;20.7;8.1;46.3;0.0;0.0;0.0;;;;;6.7;70.7;1013.5;5.0;13.0;;;;;0.88;clear-day
30.8;14.8;23.8;29.4;14.8;23.4;9.9;43.6;0.0;0.0;0.0;;;;;18.1;45.9;1011.4;11.5;11.5;;;;;0.91;clear-day
31.6;14.7;23.9;30.5;14.7;23.5;11.1;47.1;0.0;0.0;0.0;;;;;11.8;21.8;1011.6;0.0;10.9;;;;;0.95;clear-day
32.7;13.6;23.3;31.2;13.6;22.9;9.8;44.9;0.0;0.0;0.0;;;;;23.6;329.4;1009.3;7.6;10.7;;;;;0.0;clear-day
30.5;15.4;23.3;29.6;15.4;23.1;11.1;47.3;0.0;0.0;0.0;;;;;16.6;41.2;1009.5;23.3;11.5;;;;;0.02;partly-cloudy-day
31.8;18.8;24.3;30.6;18.8;24.0;12.5;50.2;0.0;0.0;0.0;;;;;23.1;50.9;1007.6;30.1;12.4;;;;;0.05;partly-cloudy-day
31.6;17.1;24.7;30.5;17.1;24.4;12.3;47.7;0.0;0.0;0.0;;;;;20.1;339.8;1007.0;52.2;12.2;;;;;0.08;partly-cloudy-day
32.8;16.6;25.1;31.7;16.6;24.8;11.9;45.3;0.0;0.0;0.0;;;;;19.4;286.5;1007.0;28.7;12.2;;;;;0.12;partly-cloudy-day
30.6;18.1;24.4;29.7;18.1;24.2;13.5;52.7;0.0;0.0;0.0;;;;;19.3;279.3;1008.1;34.6;12.4;;;;;0.15;partly-cloudy-day
27.7;15.3;21.7;27.1;15.3;21.5;11.2;54.4;0.0;0.0;0.0;;;;;17.6;284.8;1011.1;2.7;12.1;;;;;0.18;clear-day
31.7;11.6;21.7;30.4;11.6;21.3;8.3;44.3;0.0;0.0;0.0;;;;;23.2;307.6;1006.0;16.1;11.5;;;;;0.25;clear-day
25.5;17.5;21.4;25.5;17.5;21.4;12.3;56.7;0.0;0.0;0.0;;;;;32.9;356.2;1006.8;54.0;12.6;;;;;0.25;partly-cloudy-day
24.6;13.1;19.0;24.6;13.1;19.0;9.5;55.7;0.0;0.0;0.0;;;;;22.4;348.2;1014.1;52.7;11.7;;;;;0.31;partly-cloudy-day
26.5;9.1;16.9;26.5;6.8;16.8;7.5;56.0;0.0;0.0;0.0;;;;;14.4;27.6;1016.5;16.3;11.7;;;;;0.34;clear-day
30.3;8.9;19.6;29.1;8.9;19.3;7.3;47.8;0.0;0.0;0.0;;;;;8.5;284.5;1011.6;20.3;13.3;;;;;0.38;partly-cloudy-day
30.1;13.8;24.7;28.5;13.8;24.0;9.4;40.7;0.0;0.0;0.0;;;;;16.8;285.0;1011.5;5.0;16.7;;;;;0.41;clear-day
31.6;13.3;23.4;29.8;13.3;22.8;8.3;41.7;0.0;0.0;0.0;;;;;10.4;337.8;1012.4;12.3;12.1;;;;;0.44;clear-day
33.6;12.8;23.1;31.8;12.8;22.6;9.6;45.3;0.0;0.0;0.0;;;;;29.5;314.9;1010.9;5.6;12.1;;;;;0.47;clear-day
26.8;14.6;20.6;26.5;14.6;20.6;10.9;55.9;0.0;0.0;0.0;;;;;25.4;20.1;1016.8;30.1;12.7;;;;;0.5;partly-cloudy-day
27.1;11.5;19.2;26.6;11.5;19.2;8.4;52.2;0.0;0.0;0.0;;;;;20.2;55.6;1018.7;4.3;12.3;;;;;0.54;clear-day
28.3;9.5;19.4;27.2;9.5;19.3;7.0;47.2;0.0;0.0;0.0;;;;;14.6;37.4;1016.5;5.8;11.5;;;;;0.58;clear-day
25.6;13.5;18.5;25.6;13.5;18.5;8.6;53.2;0.0;0.0;0.0;;;;;28.0;53.2;1017.8;0.6;15.3;;;;;0.61;clear-day
28.8;9.8;21.1;27.5;9.8;20.8;6.9;42.9;0.0;0.0;0.0;;;;;9.9;122.4;1014.4;0.0;12.3;;;;;0.65;clear-day
32.6;8.1;21.8;30.6;8.1;21.1;5.2;37.2;0.0;0.0;0.0;;;;;13.7;276.3;1011.6;10.3;12.0;;;;;0.68;clear-day
32.5;11.6;22.4;30.5;11.6;21.8;5.8;36.9;0.0;0.0;0.0;;;;;18.4;262.3;1010.9;16.7;11.0;;;;;0.75;clear-day
31.8;11.1;22.0;30.5;11.1;21.5;8.8;45.1;0.0;0.0;0.0;;;;;20.2;272.9;1011.2;16.2;13.3;;;;;0.75;clear-day
26.7;16.1;22.1;27.0;16.1;22.1;12.9;57.1;0.0;0.0;0.0;;;;;27.7;359.4;1012.7;53.6;12.7;;;;;0.79;partly-cloudy-day
20.3;14.7;17.8;20.3;14.7;17.8;12.5;71.7;0.0;0.0;0.0;;;;;28.8;30.5;1015.0;68.3;12.3;;;;;0.82;partly-cloudy-day
21.6;12.8;15.4;21.6;12.8;15.4;10.4;72.9;0.0;0.0;0.0;;;;;33.2;38.8;1012.1;59.2;13.8;;;;;0.86;partly-cloudy-day
19.7;12.6;16.1;19.7;12.6;16.1;9.5;65.9;0.0;0.0;0.0;;;;;26.5;2.1;1016.5;77.1;14.9;;;;;0.89;partly-cloudy-day
22.5;5.8;14.6;22.5;5.8;14.6;7.2;65.0;0.0;0.0;0.0;;;;;17.6;75.9;1023.0;5.8;10.2;;;;;0.93;clear-day
25.3;7.1;16.6;25.3;7.1;16.6;6.6;56.2;0.0;0.0;0.0;;;;;14.8;44.2;1021.5;0.0;10.9;;;;;0.96;clear-day
25.8;6.2;16.4;25.8;6.2;16.4;8.3;61.5;0.0;0.0;0.0;;;;;14.5;277.9;1016.3;6.7;11.7;;;;;0.0;clear-day
23.8;10.1;16.6;23.8;10.1;16.6;9.9;67.5;0.0;0.0;0.0;;;;;21.0;264.4;1014.2;16.6;15.6;;;;;0.03;clear-day
25.9;7.6;16.9;25.9;6.3;16.8;7.9;58.6;0.0;0.0;0.0;;;;;17.9;276.7;1015.3;1.6;13.0;;;;;0.06;clear-day
27.5;9.5;13.8;27.2;9.5;13.8;8.1;70.4;0.0;0.0;0.0;;;;;20.6;273.3;1015.4;12.5;12.5;;;;;0.1;clear-day
23.7;13.1;19.1;23.7;13.1;19.1;6.2;44.4;0.0;0.0;0.0;;;;;9.1;318.6;1018.7;2.3;11.1;;;;;0.13;clear-day
26.5;5.9;16.6;26.5;5.9;16.6;4.6;48.8;0.0;0.0;0.0;;;;;6.9;175.7;1015.6;0.0;11.4;;;;;0.16;clear-day
24.6;6.6;14.6;24.6;6.6;14.6;4.6;52.6;0.0;0.0;0.0;;;;;23.2;308.3;1014.1;14.1;12.3;;;;;0.2;clear-day
20.8;4.3;13.0;20.8;4.3;13.0;4.3;58.9;0.0;0.0;0.0;;;;;24.1;311.9;1018.1;30.8;11.2;;;;;0.23;partly-cloudy-day
17.1;8.8;13.3;17.1;8.3;13.3;3.8;53.5;0.0;0.0;0.0;;;;;20.2;328.5;1019.7;48.6;11.8;;;;;0.25;partly-cloudy-day
19.6;2.5;11.5;19.6;2.2;11.4;3.3;59.8;0.0;0.0;0.0;;;;;18.9;330.9;1022.0;17.5;11.3;;;;;0.3;clear-day
21.8;2.8;12.2;21.8;2.8;12.2;1.9;54.1;0.0;0.0;0.0;;;;;22.5;303.0;1018.5;11.6;10.3;;;;;0.33;clear-day
17.1;9.4;13.0;17.1;8.8;12.9;4.4;56.5;0.0;0.0;0.0;;;;;22.7;335.0;1019.1;53.1;12.3;;;;;0.36;partly-cloudy-day
20.8;2.5;11.7;20.8;2.5;11.7;3.2;59.9;0.0;0.0;0.0;;;;;7.2;205.9;1022.6;9.3;11.4;;;;;0.4;clear-day
23.7;3.5;11.6;23.7;3.5;11.6;1.8;54.2;0.0;0.0;0.0;;;;;7.6;98.3;1020.2;0.0;11.2;;;;;0.43;clear-day
26.1;3.5;14.1;26.1;3.5;14.1;2.2;48.9;0.0;0.0;0.0;;;;;19.8;290.9;1015.1;19.4;10.6;;;;;0.46;clear-day
23.5;8.1;16.3;23.5;7.4;16.2;4.9;49.7;0.0;0.0;0.0;;;;;18.9;46.0;1016.8;3.4;10.2;;;;;0.5;clear-day
22.9;5.1;15.5;22.9;5.1;15.4;2.7;44.8;0.0;0.0;0.0;;;;;14.9;62.6;1020.0;0.0;11.9;;;;;0.53;clear-day
24.8;4.0;14.8;24.8;4.0;14.8;2.9;47.4;0.0;0.0;0.0;;;;;16.8;70.3;1018.5;28.6;10.4;;;;;0.56;partly-cloudy-day
24.7;3.0;15.4;24.7;3.0;15.4;4.9;52.1;0.0;0.0;0.0;;;;;18.2;286.0;1014.9;37.8;9.8;;;;;0.6;partly-cloudy-day
21.9;9.7;15.6;21.9;9.7;15.6;7.7;60.9;0.0;0.0;0.0;;;;;12.2;286.0;1016.4;47.1;11.6;;;;;0.63;partly-cloudy-day
22.7;5.6;16.0;22.7;5.6;16.0;5.1;51.7;0.0;0.0;0.0;;;;;21.4;286.8;1017.5;39.5;13.2;;;;;0.67;partly-cloudy-day
15.8;9.0;12.1;15.8;8.3;12.0;5.3;64.3;0.0;0.0;0.0;;;;;18.4;317.9;1017.6;64.3;13.0;;;;;0.7;partly-cloudy-day
16.7;4.8;10.5;16.7;4.6;10.1;3.0;61.7;0.0;0.0;0.0;;;;;12.1;275.7;1015.8;39.1;12.8;;;;;0.75;partly-cloudy-day
17.7;-0.9;10.2;17.7;-0.9;10.2;0.9;55.1;0.0;0.0;0.0;;;;;17.2;49.2;1011.5;71.9;11.4;;;;;0.77;partly-cloudy-day
15.2;9.5;11.9;15.2;7.2;11.5;5.4;65.8;0.0;0.0;0.0;;;;;24.0;330.0;1010.3;86.8;12.0;;;;;0.8;partly-cloudy-day
11.9;6.3;9.5;11.9;4.4;8.7;4.4;70.7;0.0;0.0;0.0;;;;;31.6;264.6;1017.3;71.0;12.1;;;;;0.84;partly-cloudy-day
14.5;-2.3;6.3;14.5;-2.3;6.2;-1.2;62.4;0.0;0.0;0.0;;;;;17.3;273.5;1022.7;25.3;12.1;;;;;0.87;partly-cloudy-day
17.8;-2.5;6.2;17.8;-2.5;6.2;-1.5;59.8;0.0;0.0;0.0;;;;;8.2;232.8;1023.5;7.7;10.4;;;;;0.91;clear-day
21.8;-1.0;7.8;21.8;-1.0;7.8;-1.3;57.1;0.0;0.0;0.0;;;;;4.2;351.7;1023.2;27.8;12.0;;;;;0.94;partly-cloudy-day
23.7;1.8;13.8;23.7;1.8;13.8;-0.6;40.2;0.0;0.0;0.0;;;;;2.7;70.4;1021.6;7.2;12.3;;;;;0.97;clear-day
27.1;5.6;15.8;26.4;5.6;15.7;3.4;45.3;0.0;0.0;0.0;;;;;24.2;265.0;1012.2;42.0;11.7;;;;;0.08;partly-cloudy-day
22.1;9.6;14.7;22.1;9.6;14.7;6.7;60.6;0.0;0.0;0.0;;;;;43.6;270.2;1011.9;11.7;13.9;;;;;0.11;clear-day
23.8;3.8;12.2;23.8;3.8;12.2;2.8;57.5;0.0;0.0;0.0;;;;;12.9;253.5;1014.6;1.6;15.7;;;;;0.14;clear-day
28.8;5.3;17.8;27.4;5.3;17.6;3.2;41.3;0.0;0.0;0.0;;;;;26.4;257.7;1017.0;17.2;15.2;;;;;0.18;clear-day
22.8;10.5;16.9;22.8;10.5;16.9;5.8;49.1;0.0;0.0;0.0;;;;;24.6;282.6;1018.2;11.0;15.1;;;;;0.21;clear-day
21.8;2.1;12.1;21.8;1.1;12.1;4.0;60.3;0.0;0.0;0.0;;;;;9.5;260.6;1021.8;11.1;10.6;;;;;0.25;clear-day
22.8;2.8;12.9;22.8;2.8;12.9;2.1;50.5;0.0;0.0;0.0;;;;;17.1;246.4;1019.6;1.6;10.1;;;;;0.25;clear-day
24.8;3.6;13.1;24.8;3.6;13.1;3.5;53.8;0.0;0.0;0.0;;;;;22.0;247.6;1018.7;27.4;10.8;;;;;0.31;partly-cloudy-day
24.8;7.8;16.5;24.8;7.8;16.5;7.5;58.0;0.0;0.0;0.0;;;;;11.0;299.1;1018.4;29.8;11.7;;;;;0.35;partly-cloudy-day
25.5;6.6;16.8;25.5;6.6;16.8;6.0;51.2;0.0;0.0;0.0;;;;;6.8;110.9;1019.3;7.7;11.2;;;;;0.38;clear-day
24.3;5.0;14.0;24.3;5.0;14.0;4.7;55.4;0.0;0.0;0.0;;;;;5.4;91.7;1017.8;41.7;11.2;;;;;0.42;partly-cloudy-day
25.5;1.8;13.2;25.5;1.8;13.2;0.9;46.5;0.0;0.0;0.0;;;;;14.2;65.7;1016.7;18.6;10.4;;;;;0.45;clear-day
22.1;7.3;13.2;22.1;7.3;13.2;2.5;49.5;0.0;0.0;0.0;;;;;24.6;247.3;1013.2;70.7;10.7;;;;;0.5;partly-cloudy-day
18.1;4.1;11.3;18.1;4.1;11.3;5.3;67.5;0.0;0.0;0.0;;;;;20.1;267.4;1013.7;52.9;12.8;;;;;0.52;partly-cloudy-day
18.8;2.3;9.9;18.8;2.3;9.9;2.4;62.6;0.0;0.0;0.0;;;;;18.4;256.7;1016.6;35.5;10.5;;;;;0.58;partly-cloudy-day
20.8;0.6;10.3;20.8;0.6;10.3;2.7;61.9;0.0;0.0;0.0;;;;;15.8;272.5;1021.0;31.3;11.2;;;;;0.62;partly-cloudy-day
18.7;5.2;10.9;18.7;4.8;10.8;4.0;63.4;0.0;0.0;0.0;;;;;8.1;5.2;1022.2;39.5;11.6;;;;;0.65;partly-cloudy-day
19.7;0.8;10.8;19.7;0.8;10.8;3.1;62.1;0.0;0.0;0.0;;;;;9.0;65.8;1022.2;0.0;11.7;;;;;0.68;clear-day
16.0;2.1;9.8;16.0;2.1;9.8;3.5;65.8;0.0;0.0;0.0;;;;;5.8;104.4;1017.3;71.7;11.0;;;;;0.75;partly-cloudy-day
13.7;10.5;11.8;13.7;10.5;11.8;8.4;80.2;0.0;0.0;0.0;;;;;15.4;288.0;1014.5;89.5;11.6;;;;;0.75;partly-cloudy-day
13.8;8.2;10.5;13.8;8.2;10.5;7.7;83.0;0.0;0.0;0.0;;;;;8.2;263.0;1019.8;85.0;10.8;;;;;0.78;partly-cloudy-day
12.6;7.2;9.5;12.6;7.2;9.5;7.9;90.0;0.0;0.0;0.0;;;;;10.3;282.1;1020.3;86.9;10.0;;;;;0.82;partly-cloudy-day
17.5;4.8;10.5;17.5;4.8;10.5;7.4;83.1;0.0;0.0;0.0;;;;;5.2;54.9;1024.4;53.9;6.5;;;;;0.85;partly-cloudy-day
18.6;3.6;9.3;18.6;3.6;9.3;5.6;80.1;0.0;0.0;0.0;;;;;14.8;61.2;1026.2;42.5;6.7;;;;;0.88;partly-cloudy-day
